n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source;geo_point_borne;code_insee_commune;Région
Aventime;Driveco;Aventim;FR*E24*PAVENTIM59910*1;Aventim | Bondues;1, Avenue du Général de Gaulle, Bondues, 59910;-;3.085165;50.68644;4;FR*E24*E10166*P1;22.000;T2 - E/F;Payant - CB;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;50.68644,3.085165;59090;Hauts-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*1*_*_*_;P1;Parking P1, Aéroport de Roissy-CDG;77282;2.541442;49.01387;2;FR*SOD*E*GADP*1*9*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.01387,2.541442;77282;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*2*_*_*_;PEF;Parking PEF, Aéroport de Roissy-CDG;77291;2.576883;49.004442;2;FR*SOD*E*GADP*2*7*1*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.004442,2.576883;77291;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*1*_*_*_;P1;Parking P1, Aéroport de Roissy-CDG;77282;2.541442;49.01387;2;FR*SOD*E*GADP*1*7*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.01387,2.541442;77282;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*1*_*_*_;P1;Parking P1, Aéroport de Roissy-CDG;77282;2.541442;49.01387;2;FR*SOD*E*GADP*1*10*1*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.01387,2.541442;77282;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*2*_*_*_;PEF;Parking PEF, Aéroport de Roissy-CDG;77291;2.576883;49.004442;2;FR*SOD*E*GADP*2*15*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.004442,2.576883;77291;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*6*_*_*_;PCD;Parking PCD, Aéroport de Roissy-CDG;93073;2.566858;49.003828;2;FR*SOD*E*GADP*6*2*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;07/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.003828,2.566858;93073;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*5*_*_*_;PG;Parking PG, Aéroport de Roissy-CDG;77294;2.605804;49.005505;2;FR*SOD*E*GADP*5*10*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;07/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.005505,2.605804;77294;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*5*_*_*_;PG;Parking PG, Aéroport de Roissy-CDG;77294;2.605804;49.005505;2;FR*SOD*E*GADP*5*10*1*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;07/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.005505,2.605804;77294;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*1*_*_*_;P1;Parking P1, Aéroport de Roissy-CDG;77282;2.541442;49.01387;2;FR*SOD*E*GADP*1*3*1*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.01387,2.541442;77282;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*1*_*_*_;P1;Parking P1, Aéroport de Roissy-CDG;77282;2.541442;49.01387;2;FR*SOD*E*GADP*1*8*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;20/12/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.01387,2.541442;77282;Ile-de-France
Aéroports de Paris SA;Sodetrel;Paris Aéroports;FR*SOD*P*GADP*6*_*_*_;PCD;Parking PCD, Aéroport de Roissy-CDG;93073;2.566858;49.003828;2;FR*SOD*E*GADP*6*4*2*_;3,7kW;T2 - E/F;Gratuit;24h/24;Accès libre sans badge;07/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-paris-aeroports/#resource-f63cf765-8aa2-47d1-ba7e-5e3d2828daf7;49.003828,2.566858;93073;Ile-de-France
BOEN;SIEL42;MOBILOIRE;FRS42P42019A1;Parking Hôtel de Ville;2 place de l'hôtel de ville;42019;4.003995;45.745573;2;FRS42P42019A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.745573,4.003995;42019;Auvergne-Rhône-Alpes
BREST METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M29*P29019*004;BREST - Rue Des Mouettes 1;Rue Des Mouettes 1 29200 BREST;29019;-4.436;48.388193;2;FR*M29*E29019*004*2;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;48.388193,-4.436;29019;Bretagne
BREST METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M29*P29019*002;BREST - Avenue Amiral Réveillčre;Avenue Amiral Réveillčre 29200 BREST;29019;-4.482921;48.387238;2;FR*M29*E29019*002*1;22;EF - T3;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;48.387238,-4.482921;29019;Bretagne
BREST METROPOLE;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*M29*P29075*001;GUIPAVAS - Boulevard De L'Europe;Boulevard De L'Europe 29490 GUIPAVAS;29075;-4.443875;48.4187;2;FR*M29*E29075*001*1;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;48.4187,-4.443875;29075;Bretagne
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*66*_*_*_;Mouans-Sartoux Parking de la Gare;Rue de la Gare;6084;6.973192;43.620225;2;FR*A16*E*WIIZ*66*1*4*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.620225,6.973192;6084;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*77*_*_*_;Cabris Parking de la Poste;Rue de l'Eglise;6026;6.87583;43.655709;2;FR*A16*E*WIIZ*77*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.655709,6.87583;6026;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*21*_*_*_;Grasse Parking Place du Cours Honoré Cresp;Place du Cours Honoré Cresp;6069;6.920399;43.656431;2;FR*A16*E*WIIZ*21*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.656431,6.920399;6069;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*16*_*_*_;Grasse Stade Perdigon;Chemin du Grand Chêne;6069;6.932813;43.637277;2;FR*A16*E*WIIZ*16*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.637277,6.932813;6069;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*29*_*_*_;Le Mas Parking couvert;Route de Saint Auban;6081;6.858089;43.843213;2;FR*A16*E*WIIZ*29*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.843213,6.858089;6081;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*61*_*_*_;Grasse Parking Square des Diables Bleus;Traverse Kellermann;6069;6.92296;43.651211;2;FR*A16*E*WIIZ*61*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.651211,6.92296;6069;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*78*_*_*_;Collongues Place du Château;Place du Château;6045;6.863265;43.888893;2;FR*A16*E*WIIZ*78*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.888893,6.863265;6045;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*29*_*_*_;Le Mas Parking couvert;Route de Saint Auban;6081;6.858089;43.843213;2;FR*A16*E*WIIZ*29*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.843213,6.858089;6081;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*31*_*_*_;Séranon Parking Place Joseph Rebuffel;Place Joseph Rebuffel;6134;6.703947;43.773845;2;FR*A16*E*WIIZ*31*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.773845,6.703947;6134;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*79*_*_*_;Pégomas Parking Logis;Place du Logis;6090;6.929529;43.59236;2;FR*A16*E*WIIZ*79*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.59236,6.929529;6090;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*65*_*_*_;Grasse Parking Alambic;Rond Point de l'Alambic;6069;6.936605;43.640909;2;FR*A16*E*WIIZ*65*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.640909,6.936605;6069;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*28*_*_*_;Escragnolles Parking Salle des Fêtes;Chemin de la Colette;6058;6.793374;43.728944;2;FR*A16*E*WIIZ*28*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.728944,6.793374;6058;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*16*_*_*_;Grasse Stade Perdigon;Chemin du Grand Chêne;6069;6.932813;43.637277;2;FR*A16*E*WIIZ*16*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.637277,6.932813;6069;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*30*_*_*_;Saint-Auban Parking Relais de Services publics;Avenue des Hotels;6116;6.728566;43.84694;2;FR*A16*E*WIIZ*30*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.84694,6.728566;6116;Provence-Alpes-Côte d'Azur
CAPG;Sodetrel;WiiiZ;FR*A16*P*WIIZ*3*_*_*_;Pégomas Parking Parchois;D109A;6090;6.92641;43.59413;2;FR*A16*E*WIIZ*3*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/#resource-540cbce0-47a6-4c74-b884-37663bbf9576;43.59413,6.92641;6090;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*46*_*_*_;Mougins Parking CC Tournamy 700;Avenue Tournamy;6085;6.98771;43.604154;2;FR*A16*E*WIIZ*46*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/06/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.604154,6.98771;6085;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*27*_*_*_;Mandelieu-La Napoule Parking Robinson (Théatre de Verdure);Avenue de la Mer;6079;6.945192;43.534257;2;FR*A16*E*WIIZ*27*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.534257,6.945192;6079;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*88*_*_*_;Le Cannet Parking Rue des Orangers;Rue des Orangers;6030;7.018548;43.575386;2;FR*A16*E*WIIZ*88*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.575386,7.018548;6030;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*6*_*_*_;Cannes Parking Brousailles (Hôpital);Avenue des Brousailles;6029;7.005574;43.562816;2;FR*A16*E*WIIZ*6*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;14/05/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.562816,7.005574;6029;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*84*_*_*_;Le Cannet Parking Grignan;1 Rue Grignan;6030;7.01581;43.569207;2;FR*A16*E*WIIZ*84*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.569207,7.01581;6030;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*1*_*_*_;Cannes Parking Saint Louis;29 Avenue Saint Louis;6029;7.01392;43.556901;2;FR*A16*E*WIIZ*1*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;14/05/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.556901,7.01392;6029;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*41*_*_*_;Théoule-sur-Mer Parking Place Général Bertrand;Place Général Bertrand;6138;6.939653;43.506011;2;FR*A16*E*WIIZ*41*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/06/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.506011,6.939653;6138;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*87*_*_*_;Le Cannet Parking mairie annexe Les Paradisiers;Chemin de Garibondy;6030;6.968254;43.566552;2;FR*A16*E*WIIZ*87*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.566552,6.968254;6030;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*89*_*_*_;Le Cannet Parking Buffon;Rue Buffon;6030;6.993788;43.569117;2;FR*A16*E*WIIZ*89*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.569117,6.993788;6030;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*39*_*_*_;Cannes Parking Négrin;Rue Paul Négrin;6029;6.971852;43.54916;2;FR*A16*E*WIIZ*39*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.54916,6.971852;6029;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*45*_*_*_;Mougins Centre sportif de Mougins le Haut;Rue du cherche Midi;6085;7.037986;43.587604;2;FR*A16*E*WIIZ*45*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.587604,7.037986;6085;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*85*_*_*_;Le Cannet Parking les Lentisques;1 Rue des Lentisques;6030;6.998012;43.577129;2;FR*A16*E*WIIZ*85*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.577129,6.998012;6030;Provence-Alpes-Côte d'Azur
CAPL;Sodetrel;wiiiz;FR*A16*P*WIIZ*84*_*_*_;Le Cannet Parking Grignan;1 Rue Grignan;6030;7.01581;43.569207;2;FR*A16*E*WIIZ*84*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;07/03/2018;https://www.data.gouv.fr/fr/datasets/localisations-geographiques-et-caracteristiques-techniques-des-stations-et-des-points-de-recharge-pour-vehicules-electriques-du-reseau-wiiiz-implantes-sur-le-territoire-de-la-communaute-dagglomeration-cannes-lerins-france-department-06/#resource-08d2bbe1-6194-4b2a-bd0c-715e9621802d;43.569207,7.01581;6030;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*51*_*_*_;Villeneuve-Loubet Parking Médiathèque;Allée René Cassin;6161;7.12692;43.656188;2;FR*A16*E*WIIZ*51*1*3*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.656188,7.12692;6161;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*74*_*_*_;Valbonne Parking Valis Bonna;Parking Valis Bonna;6152;7.006775;43.642094;2;FR*A16*E*WIIZ*74*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.642094,7.006775;6152;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*58*_*_*_;Roquefort-les-Pins Parking Centre Village;Route de Valbonne;6105;7.049019;43.665606;2;FR*A16*E*WIIZ*58*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.665606,7.049019;6105;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*51*_*_*_;Villeneuve-Loubet Parking Médiathèque;Allée René Cassin;6161;7.12692;43.656188;2;FR*A16*E*WIIZ*51*1*4*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.656188,7.12692;6161;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*49*_*_*_;Gréolières Parking Faïsse;Route de Gentelly;6070;6.943561;43.796143;2;FR*A16*E*WIIZ*49*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.796143,6.943561;6070;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*55*_*_*_;Vallauris Parking Plage;Avenue des Frères Roustan;6155;7.072232;43.564845;2;FR*A16*E*WIIZ*55*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.564845,7.072232;6155;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*69*_*_*_;Antibes Parking Foch;Boulevard maréchal foch;6004;7.120866;43.578244;2;FR*A16*E*WIIZ*69*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.578244,7.120866;6004;Provence-Alpes-Côte d'Azur
