n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source;geo_point_borne;code_insee_commune;Région
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34169*001;MONTFERRIER SUR LEZ - Avenue Du Campus Agropolis;Avenue Du Campus Agropolis 34980 MONTFERRIER SUR LEZ;34169;3.876893333;43.68407833;2;FR*M34*E34169*001*1;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.68407833,3.876893333;34169;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*019;MONTPELLIER - Rue Du Walhalla;Rue Du Walhalla 34060 MONTPELLIER;34172;3.91491;43.618365;10;FR*M34*E34172*019*9;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.618365,3.91491;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34022*001;BAILLARGUES - Rue Alfred Sauvy;Rue Alfred Sauvy 34670 BAILLARGUES;34022;4.000123;43.653435;2;FR*M34*E34022*001*1;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.653435,4.000123;34022;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34123*001;JUVIGNAC - Rue Callisto;Rue Callisto 34990 JUVIGNAC;34123;3.8098954;43.6170418;2;FR*M34*E34123*001*1;18;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.6170418,3.8098954;34123;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34270*002;SAINT JEAN DE VEDAS - Rond Point De L'Europe;Rond Point De L'Europe 34430 SAINT JEAN DE VEDAS;34270;3.838346;43.57106;2;FR*M34*E34270*002*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.57106,3.838346;34270;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34129*004;PEROLS - Rue Alfred Sauvy;Rue Alfred Sauvy 34970 PEROLS;34129;3.934513;43.582498;2;FR*M34*E34129*004*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.582498,3.934513;34198;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*012;MONTPELLIER - Avenue Du Mondial 98;Avenue Du Mondial 98 34000 MONTPELLIER;34172;3.9132;43.606453;2;FR*M34*E34172*012*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.606453,3.9132;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*024;Montpellier - Rue du Moulin des 7 Cans;rue du moulin des 7 cans 34267 Montpellier;34172;3.8947979;43.6000277;4;FR*M34*E34172*024*3;50;COMBO;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.6000277,3.8947979;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*004;MONTPELLIER - Av Du Colonel André Pacelat Dit Villars;Av Du Colonel André Pacelat Dit Villars 34070 MONTPELLIER;34172;3.8601102;43.583228;2;FR*M34*E34172*004*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.583228,3.8601102;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*019;MONTPELLIER - Rue Du Walhalla;Rue Du Walhalla 34060 MONTPELLIER;34172;3.91491;43.618365;10;FR*M34*E34172*019*7;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.618365,3.91491;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34337*002;VILLENEUVE LES MAGUELONE - Gare Sncf;Gare Sncf 34750 VILLENEUVE LES MAGUELONE;34337;3.850561667;43.5437667;2;FR*M34*E34337*002*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.5437667,3.850561667;34337;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34270*002;SAINT JEAN DE VEDAS - Rond Point De L'Europe;Rond Point De L'Europe 34430 SAINT JEAN DE VEDAS;34270;3.838346;43.57106;2;FR*M34*E34270*002*1;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.57106,3.838346;34270;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*024;Montpellier - Rue du Moulin des 7 Cans;rue du moulin des 7 cans 34267 Montpellier;34172;3.8947979;43.6000277;4;FR*M34*E34172*024*1;36;T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.6000277,3.8947979;34172;Occitanie
Montpellier Mediterranee Metropole;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*M34*P34172*018;MONTPELLIER - Avenue Agropolis;Avenue Agropolis 34000 MONTPELLIER;34172;3.869205;43.646765;2;FR*M34*E34172*018*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;43.646765,3.869205;34172;Occitanie
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*254*1*_*_;Fretin - cimetière;Rue Alfred Cousin, Fretin;59256;3.133606;50.560583;2;FR*SOD*S*NPDC*254*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.560583,3.133606;59256;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*237*1*_*_;Emmerin - Mairie;Rue Auguste Potié, Emmerin;59193;3.000196;50.593388;2;FR*SOD*S*NPDC*237*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.593388,3.000196;59193;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*247*1*_*_;Fournes en Weppes - de l'église;Rue du parvis Notre Dame, Fournes en Weppes;59250;2.887749;50.583519;2;FR*SOD*S*NPDC*247*1*_*_1;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.583519,2.887749;59250;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*247*1*_*_;Fournes en Weppes - de l'église;Rue du parvis Notre Dame, Fournes en Weppes;59250;2.887749;50.583519;2;FR*SOD*S*NPDC*247*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.583519,2.887749;59250;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*260*1*_*_;Chéreng - Complexe sportif;Rue Jean Ochin, Chéreng;59146;3.208113;50.608525;2;FR*SOD*S*NPDC*260*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.608525,3.208113;59146;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*258*1*_*_;Lompret - Eglise;Rue de l'église, Lompret;59356;2.989537;50.670213;2;FR*SOD*S*NPDC*258*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.670213,2.989537;59356;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*246*1*_*_;Escobèques - Tennis;Route d'Ennetières, Escobèques;59208;2.931303;50.622205;2;FR*SOD*S*NPDC*246*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.622205,2.931303;59208;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*233*1*_*_;Englos - Rue Paul Procureur;Rue Paul Procureur, Englos;59195;2.956267;50.628143;2;FR*SOD*S*NPDC*233*1*_*_1;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.628143,2.956267;59195;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*229*1*_*_;Deûlémont - Parking Mairie;Rue des Processions, Deûlémont;59173;2.945258;50.735118;2;FR*SOD*S*NPDC*229*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.735118,2.945258;59173;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*241*1*_*_;Forest sur Marque - Pergola;Hammeau des Églantiers, Forest sur Marque;59247;3.189922;50.636709;2;FR*SOD*S*NPDC*241*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.636709,3.189922;59247;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*234*1*_*_;Vendeville - St Rita;Rue de Seclin, Vendeville;59609;3.080624;50.576415;2;FR*SOD*S*NPDC*234*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.576415,3.080624;59609;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*303*1*_*_;Verlinghem - Place de Mairie;Place de Mairie, Verlinghem;59611;2.995271;50.681383;2;FR*SOD*S*NPDC*303*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.681383,2.995271;59611;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*253*1*_*_;Lezennes - complexe sportif;Rue du camp français, Lezennes;59346;3.115136;50.610265;2;FR*SOD*S*NPDC*253*1*_*_1;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.610265,3.115136;59346;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*245*1*_*_;Hallennes lez Haubourdin - Eglise;Rue Louis Pasteur, Hallennes lez Haubourdin;59278;2.960664;50.615394;2;FR*SOD*S*NPDC*245*1*_*_1;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.615394,2.960664;59278;Hauts-de-France
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*299*1*_*_;Aubers - Place de l'Eglise;Place de l'Eglise, Aubers;59025;2.845534;50.677936;2;FR*SOD*S*NPDC*299*1*_*_2;22 kva;E/F-T2;payant;24/24 7/7 jours;Type charge indiquée selon décret de 2017 / Type de charge : normale;27/02/2019;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-acb9e6e8-c458-4115-9b62-073129ea48c9;50.677936,2.845534;59202;Hauts-de-France
NEULISE;SIEL42;MOBILOIRE;FRS42P42156A1;Parking ZA des Jacquins;les jacquins;42156;4.177878;45.887058;2;FRS42P42156A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service 01/02/2019;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.887058,4.177878;42156;Auvergne-Rhône-Alpes
